,Edad,Sexo,Trabajo,Alojamiento,Cuenta de ahorros,Monto de credito,Duracion,Proposito,Riesgo
5964,28,F,2,propio,poco,6560,24,carro,bueno
5965,32,F,2,propio,poco,1024,6,carro,malo
5966,37,F,2,rentado,poco,1289,21,carro,bueno
5967,26,F,2,propio,moderado,1358,12,carro,malo
5968,46,M,2,propio,poco,2214,9,carro,bueno
5969,24,M,0,propio,poco,1289,12,inmoviliario/equipo,bueno
5970,58,M,3,gratis,poco,6560,21,carro,bueno
5971,21,F,2,rentado,NA,1823,18,radio/TV,malo
5972,37,F,2,rentado,poco,6560,15,educacion,bueno
5973,46,M,2,rentado,poco,4583,60,carro,malo
5974,64,M,1,propio,casi rico,1264,12,radio/TV,malo
5975,35,F,2,rentado,poco,1297,30,inmoviliario/equipo,malo
5976,24,F,2,propio,poco,1264,15,carro,malo
5977,37,M,2,gratis,poco,1264,10,carro,malo
5978,20,F,2,rentado,NA,3660,15,inmoviliario/equipo,malo
5979,26,F,3,propio,poco,3757,9,carro,bueno
5980,37,F,2,rentado,poco,4716,12,educacion,bueno
5981,37,F,1,propio,rico,6416,9,radio/TV,bueno
5982,64,M,2,propio,NA,629,18,carro,bueno
5983,25,M,2,propio,rico,1264,18,inmoviliario/equipo,bueno
5984,24,F,2,propio,NA,629,12,radio/TV,malo
5985,42,M,3,rentado,poco,6560,18,negocios,bueno
5986,26,M,2,rentado,poco,7485,10,carro,malo
5987,47,M,2,propio,poco,2930,24,carro,bueno
5988,27,M,2,propio,NA,1024,12,radio/TV,bueno
5989,54,F,1,propio,NA,6560,39,radio/TV,bueno
5990,28,M,3,rentado,poco,7409,9,inmoviliario/equipo,malo
5991,33,F,3,propio,poco,2775,15,educacion,bueno
5992,32,M,2,propio,poco,2442,24,educacion,bueno
5993,37,F,3,propio,poco,1024,9,radio/TV,malo
5994,37,M,1,propio,poco,1424,24,carro,malo
5995,24,M,3,propio,poco,1552,6,radio/TV,malo
5996,46,F,2,rentado,poco,7485,24,carro,bueno
5997,35,M,2,propio,poco,1552,12,carro,malo
5998,34,M,2,propio,poco,2930,9,carro,malo
5999,47,F,2,propio,poco,3913,12,carro,bueno
6000,24,M,3,rentado,poco,3160,36,carro,malo
6001,26,F,2,rentado,poco,2235,18,negocios,malo
6002,52,M,2,propio,poco,2235,11,carro,malo
6003,26,F,1,rentado,poco,3660,45,radio/TV,bueno
6004,37,F,2,propio,rico,1228,24,refacciones,bueno
6005,26,F,1,gratis,moderado,6560,60,carro,bueno
6006,46,M,2,rentado,poco,2930,15,carro,bueno
6007,26,F,2,propio,poco,4165,24,carro,bueno
6008,38,M,1,propio,poco,5096,24,radio/TV,bueno
6009,27,F,2,propio,rico,5096,36,carro,malo
6010,20,M,2,gratis,poco,3660,6,educacion,bueno
6011,37,F,2,propio,casi rico,7238,8,inmoviliario/equipo,malo
6012,40,M,2,propio,moderado,6560,18,carro,malo
6013,37,M,2,propio,NA,1516,12,radio/TV,bueno
6014,40,F,3,propio,poco,1289,15,radio/TV,bueno
6015,50,M,2,propio,poco,3213,9,educacion,bueno
6016,60,M,1,propio,NA,1024,11,inmoviliario/equipo,bueno
6017,46,M,3,propio,poco,1289,12,radio/TV,bueno
6018,46,M,2,gratis,poco,4583,11,radio/TV,malo
6019,32,M,2,rentado,poco,929,15,radio/TV,malo
6020,24,F,2,rentado,poco,3913,45,radio/TV,bueno
6021,37,M,3,rentado,poco,3660,8,carro,bueno
6022,27,M,2,rentado,rico,368,21,carro,malo
6023,44,F,2,propio,moderado,1424,12,radio/TV,bueno
6024,24,F,2,propio,poco,6681,24,inmoviliario/equipo,bueno
6025,43,F,1,propio,poco,3213,8,inmoviliario/equipo,malo
6026,37,F,2,propio,poco,1024,30,radio/TV,bueno
6027,33,F,2,propio,poco,3660,24,carro,bueno
6028,40,F,3,propio,poco,2930,24,radio/TV,malo
6029,26,M,3,gratis,poco,3213,12,radio/TV,bueno
6030,46,F,2,propio,moderado,3213,24,carro,bueno
6031,26,F,1,propio,poco,3913,24,carro,bueno
6032,29,F,2,propio,poco,1169,45,inmoviliario/equipo,malo
6033,28,M,1,propio,poco,1514,11,usos domesticos,bueno
6034,33,M,2,propio,poco,3621,48,radio/TV,bueno
6035,25,M,2,propio,poco,4712,18,carro,bueno
6036,64,M,2,rentado,poco,7485,24,educacion,bueno
6037,54,M,2,propio,poco,6560,27,carro,bueno
6038,41,F,2,propio,poco,2930,11,negocios,bueno
6039,47,F,2,rentado,poco,1216,30,radio/TV,bueno
6040,37,M,2,propio,poco,3990,8,carro,bueno
6041,24,F,2,propio,poco,3594,10,inmoviliario/equipo,bueno
6042,25,M,2,propio,poco,3160,30,radio/TV,bueno
6043,46,M,2,propio,poco,3621,24,carro,bueno
6044,24,M,2,rentado,poco,6148,18,radio/TV,malo
6045,24,M,2,rentado,poco,2930,24,negocios,bueno
6046,31,F,2,propio,poco,7409,21,carro,bueno
6047,26,M,2,propio,poco,1338,15,inmoviliario/equipo,bueno
6048,26,F,2,propio,poco,2442,48,radio/TV,bueno
6049,22,F,1,propio,poco,3913,12,radio/TV,malo
6050,50,M,1,propio,poco,929,18,educacion,bueno
6051,30,M,2,rentado,NA,629,21,inmoviliario/equipo,bueno
6052,47,M,3,propio,poco,6560,45,educacion,bueno
6053,25,F,3,rentado,NA,1240,9,radio/TV,bueno
6054,54,F,2,rentado,NA,3990,24,inmoviliario/equipo,bueno
6055,46,M,1,propio,moderado,1514,27,carro,malo
6056,26,M,2,propio,poco,1228,24,educacion,bueno
6057,33,F,1,propio,poco,1240,45,radio/TV,bueno
6058,27,F,2,propio,poco,6560,6,negocios,malo
6059,25,M,2,rentado,poco,2511,24,carro,malo
6060,26,F,1,rentado,poco,3213,21,radio/TV,bueno
6061,37,F,2,propio,poco,3213,6,radio/TV,malo
6062,27,M,2,propio,poco,1024,24,carro,bueno
6063,32,M,2,propio,poco,2214,6,radio/TV,malo
6064,24,F,1,propio,casi rico,2775,11,negocios,bueno
6065,64,M,0,rentado,poco,1552,24,inmoviliario/equipo,malo
6066,24,M,2,propio,rico,2108,15,radio/TV,bueno
6067,40,M,2,propio,poco,4712,21,carro,bueno
6068,31,M,1,propio,poco,3213,27,radio/TV,malo
6069,33,M,2,propio,NA,1024,24,educacion,bueno
6070,46,F,2,rentado,poco,1552,24,educacion,bueno
6071,20,F,2,propio,poco,3621,12,negocios,bueno
6072,24,F,1,propio,poco,1338,24,carro,malo
6073,23,F,2,propio,poco,1169,24,carro,bueno
6074,33,M,2,gratis,poco,2235,18,negocios,malo
6075,46,F,3,propio,poco,929,24,carro,bueno
6076,25,M,1,rentado,poco,1516,48,inmoviliario/equipo,bueno
6077,22,F,2,propio,poco,1289,42,carro,bueno
6078,22,M,1,propio,poco,1505,24,radio/TV,malo
6079,24,M,3,rentado,poco,3990,11,carro,bueno
6080,44,M,1,propio,poco,2511,12,radio/TV,bueno
6081,36,M,2,propio,poco,2235,24,radio/TV,malo
6082,42,F,2,propio,rico,3757,11,carro,malo
6083,23,F,2,propio,poco,6148,27,negocios,bueno
6084,26,M,3,propio,poco,2439,24,carro,bueno
6085,31,M,2,propio,poco,1024,27,educacion,bueno
6086,36,F,2,rentado,poco,1424,24,inmoviliario/equipo,bueno
6087,37,M,2,propio,rico,3213,12,carro,malo
6088,47,M,3,propio,poco,6842,24,inmoviliario/equipo,bueno
6089,29,M,3,propio,moderado,2930,24,negocios,bueno
6090,25,M,2,propio,poco,929,12,radio/TV,malo
6091,21,F,2,propio,poco,3213,24,carro,bueno
6092,32,M,3,gratis,poco,2108,15,radio/TV,bueno
6093,46,F,2,rentado,poco,3757,15,carro,bueno
6094,35,F,2,propio,NA,1554,15,radio/TV,bueno
6095,46,M,2,gratis,NA,4165,30,educacion,bueno
6096,34,M,2,propio,poco,1024,12,negocios,bueno
6097,29,M,3,rentado,poco,6681,15,radio/TV,malo
6098,37,M,2,rentado,poco,2442,30,negocios,bueno
6099,46,F,0,rentado,NA,1747,21,carro,malo
6100,47,M,2,propio,NA,3017,12,radio/TV,bueno
6101,54,F,3,propio,NA,1532,24,carro,malo
6102,24,M,2,propio,poco,2442,18,radio/TV,bueno
6103,68,M,3,propio,moderado,629,12,carro,bueno
6104,42,M,1,rentado,poco,368,18,radio/TV,malo
6105,21,M,2,propio,poco,2108,15,negocios,bueno
6106,24,F,1,rentado,poco,3660,24,radio/TV,bueno
6107,28,M,3,propio,poco,1554,24,carro,malo
6108,36,M,1,rentado,poco,2930,12,carro,malo
6109,33,M,2,propio,poco,6560,12,radio/TV,malo
6110,40,F,2,propio,poco,7409,21,radio/TV,malo
6111,29,F,3,rentado,casi rico,4165,30,radio/TV,bueno
6112,47,M,1,rentado,poco,2930,12,radio/TV,bueno
6113,31,M,2,gratis,poco,7238,12,radio/TV,malo
6114,39,F,2,propio,rico,3913,24,carro,bueno
6115,27,M,2,propio,casi rico,10297,24,radio/TV,bueno
6116,25,M,2,rentado,poco,1264,9,inmoviliario/equipo,bueno
6117,27,F,2,propio,NA,1919,15,carro,bueno
6118,26,F,2,propio,moderado,2235,18,carro,bueno
6119,27,M,0,gratis,poco,2235,24,negocios,bueno
6120,36,M,3,propio,poco,9277,48,inmoviliario/equipo,bueno
6121,32,M,2,propio,poco,2439,45,inmoviliario/equipo,bueno
6122,24,M,1,propio,poco,976,24,carro,malo
6123,35,M,2,propio,poco,3621,27,negocios,bueno
6124,31,M,2,propio,NA,7409,11,carro,bueno
6125,46,M,2,propio,poco,3660,27,radio/TV,bueno
6126,35,F,1,propio,moderado,1382,24,inmoviliario/equipo,bueno
6127,50,F,3,rentado,NA,3213,11,radio/TV,bueno
6128,26,M,2,propio,NA,1919,27,radio/TV,bueno
6129,27,F,3,propio,casi rico,2108,24,carro,bueno
6130,35,F,2,propio,poco,4712,45,usos domesticos,bueno
6131,37,F,2,propio,casi rico,6416,24,carro,bueno
6132,37,F,2,propio,moderado,4583,10,carro,bueno
6133,46,F,2,rentado,NA,6148,18,inmoviliario/equipo,bueno
6134,36,M,2,propio,poco,3213,12,carro,malo
6135,24,M,2,propio,poco,2930,24,inmoviliario/equipo,bueno
6136,37,M,1,rentado,NA,2930,48,carro,malo
6137,24,F,2,propio,NA,7238,24,radio/TV,bueno
6138,40,F,3,propio,poco,1216,9,carro,bueno
6139,24,F,3,rentado,rico,6560,21,radio/TV,bueno
6140,33,M,2,rentado,poco,2108,48,carro,malo
6141,36,F,3,propio,poco,7238,21,carro,bueno
6142,25,F,1,propio,poco,3660,24,negocios,malo
6143,26,F,2,propio,NA,1410,15,negocios,malo
6144,50,M,1,propio,NA,958,21,radio/TV,malo
6145,24,F,2,rentado,poco,2930,24,educacion,bueno
6146,28,M,2,rentado,poco,3213,18,carro,malo
6147,29,M,2,rentado,moderado,6560,18,carro,bueno
6148,29,M,2,propio,NA,1424,18,carro,malo
6149,47,M,2,propio,poco,1505,24,carro,malo
6150,50,F,3,propio,NA,7485,18,radio/TV,bueno
6151,26,F,2,propio,poco,7238,12,inmoviliario/equipo,bueno
6152,41,F,1,propio,poco,3913,24,educacion,bueno
6153,39,F,2,propio,NA,3213,48,carro,bueno
6154,33,M,3,propio,poco,1552,21,negocios,bueno
6155,31,M,2,propio,poco,1169,27,radio/TV,malo
6156,35,M,2,propio,poco,1552,11,radio/TV,malo
6157,34,M,2,propio,NA,1424,30,negocios,bueno
6158,20,M,1,propio,poco,929,48,radio/TV,bueno
6159,35,M,2,propio,rico,1024,12,carro,bueno
6160,54,F,0,propio,poco,5096,18,carro,bueno
6161,36,F,2,rentado,poco,929,24,negocios,bueno
6162,54,F,2,rentado,poco,629,30,inmoviliario/equipo,bueno
6163,35,M,1,propio,poco,3990,30,carro,bueno
6164,24,F,2,propio,poco,929,6,radio/TV,malo
6165,25,M,2,rentado,poco,3990,12,inmoviliario/equipo,bueno
6166,27,F,2,propio,NA,4583,12,negocios,bueno
6167,32,M,2,propio,poco,2108,24,negocios,bueno
6168,38,F,2,propio,NA,3213,15,carro,bueno
6169,28,F,3,rentado,poco,3621,15,inmoviliario/equipo,bueno
6170,42,M,1,rentado,poco,3441,30,carro,malo
6171,37,M,2,rentado,poco,929,24,carro,malo
6172,26,M,2,propio,poco,3660,60,carro,malo
6173,44,F,2,propio,poco,3990,45,carro,malo
6174,35,M,2,propio,poco,3213,10,inmoviliario/equipo,malo
6175,22,F,2,propio,NA,7238,12,carro,bueno
6176,32,F,2,propio,poco,1532,6,carro,bueno
6177,26,F,2,propio,poco,1377,48,radio/TV,bueno
6178,54,M,2,rentado,NA,6148,30,educacion,bueno
6179,37,F,3,propio,poco,6560,24,carro,malo
6180,24,F,2,propio,poco,1264,24,negocios,malo
6181,47,M,2,propio,poco,1264,6,carro,bueno
6182,25,F,0,rentado,poco,6560,24,inmoviliario/equipo,bueno
6183,26,F,2,gratis,poco,2108,12,carro,bueno
6184,24,M,2,propio,poco,2214,12,educacion,bueno
6185,25,F,1,propio,rico,9277,12,carro,bueno
6186,24,F,3,propio,poco,2329,24,carro,bueno
6187,24,F,1,gratis,poco,9277,30,carro,malo
6188,47,F,1,rentado,poco,6148,12,carro,bueno
6189,31,F,2,rentado,poco,1424,11,carro,bueno
6190,50,M,2,rentado,NA,3017,24,carro,malo
6191,31,F,2,propio,poco,3990,6,radio/TV,bueno
6192,54,F,3,rentado,NA,3488,48,carro,bueno
6193,47,F,2,propio,poco,2235,24,negocios,bueno
6194,46,M,3,propio,NA,958,12,carro,bueno
6195,27,M,2,propio,NA,1919,24,educacion,bueno
6196,34,F,3,gratis,poco,3213,21,carro,bueno
6197,27,M,2,rentado,poco,2235,12,carro,malo
6198,30,F,2,gratis,poco,1747,8,inmoviliario/equipo,bueno
6199,24,F,1,propio,poco,10297,30,inmoviliario/equipo,malo
6200,33,M,2,propio,poco,3213,18,carro,malo
6201,47,F,1,propio,poco,2930,21,carro,malo
6202,35,F,1,propio,casi rico,2930,9,carro,malo
6203,32,M,1,propio,poco,1552,12,carro,bueno
6204,50,F,2,propio,NA,1424,21,radio/TV,bueno
6205,46,M,2,propio,NA,2108,12,inmoviliario/equipo,malo
6206,25,M,2,propio,poco,2930,30,radio/TV,bueno
6207,47,F,3,propio,poco,3913,21,radio/TV,bueno
6208,42,M,2,propio,NA,7409,30,radio/TV,malo
6209,24,M,2,rentado,poco,343,11,inmoviliario/equipo,bueno
6210,37,F,3,propio,poco,3213,18,educacion,bueno
6211,23,M,2,gratis,poco,1800,6,radio/TV,malo
6212,46,M,2,propio,poco,3213,15,inmoviliario/equipo,bueno
6213,23,F,3,propio,poco,2108,11,negocios,malo
6214,46,M,1,rentado,poco,9277,48,inmoviliario/equipo,bueno
6215,36,M,3,propio,poco,2108,24,inmoviliario/equipo,bueno
6216,21,M,2,propio,poco,6560,6,carro,malo
6217,25,M,2,propio,poco,1101,24,radio/TV,bueno
6218,46,M,2,propio,poco,6560,8,carro,bueno
6219,64,M,1,propio,rico,6560,24,negocios,bueno
6220,22,F,3,propio,poco,1169,18,educacion,bueno
6221,24,M,2,propio,poco,6560,24,carro,bueno
6222,26,F,2,propio,poco,6416,9,carro,malo
6223,35,F,2,rentado,poco,958,24,inmoviliario/equipo,malo
6224,52,M,2,rentado,poco,1505,24,carro,bueno
6225,20,M,3,propio,poco,6560,18,carro,bueno
6226,36,F,3,propio,NA,3913,9,carro,bueno
6227,36,M,2,propio,poco,3621,42,radio/TV,bueno
6228,37,F,2,propio,poco,6148,9,carro,bueno
6229,40,F,2,propio,rico,3990,24,carro,bueno
6230,23,M,2,gratis,poco,4583,21,radio/TV,malo
6231,30,F,2,propio,poco,6560,15,carro,malo
6232,24,F,2,propio,poco,3621,6,carro,bueno
6233,24,M,2,propio,poco,7238,45,carro,bueno
6234,26,F,2,rentado,poco,3660,6,radio/TV,bueno
6235,46,F,2,propio,poco,929,15,educacion,malo
6236,25,F,2,propio,poco,6560,24,carro,bueno
6237,47,M,2,rentado,poco,4583,11,inmoviliario/equipo,bueno
6238,31,F,1,propio,casi rico,2108,24,educacion,bueno
6239,37,M,2,propio,poco,1228,30,radio/TV,malo
6240,27,M,3,gratis,moderado,1024,11,negocios,bueno
6241,29,M,2,rentado,poco,10297,6,radio/TV,bueno
6242,64,M,3,propio,moderado,3488,11,carro,bueno
6243,22,M,2,propio,poco,1747,8,radio/TV,bueno
6244,26,M,2,propio,poco,3617,45,carro,bueno
6245,27,F,1,rentado,rico,6560,24,carro,bueno
6246,60,F,2,propio,poco,2108,8,refacciones,bueno
6247,22,M,2,rentado,NA,6148,21,carro,bueno
6248,44,M,2,propio,poco,2235,12,inmoviliario/equipo,bueno
6249,22,M,2,propio,poco,629,45,carro,malo
6250,32,F,3,propio,moderado,629,24,carro,malo
6251,29,F,2,propio,NA,2329,24,radio/TV,bueno
6252,22,M,1,propio,poco,929,21,inmoviliario/equipo,bueno
6253,46,M,2,propio,poco,3660,24,carro,bueno
6254,24,M,2,rentado,poco,929,12,radio/TV,bueno
6255,21,M,2,propio,poco,1024,45,inmoviliario/equipo,bueno
6256,40,M,0,propio,poco,3757,18,radio/TV,bueno
6257,20,M,2,propio,rico,3913,24,negocios,malo
6258,24,F,1,propio,poco,368,45,negocios,bueno
6259,25,F,3,propio,casi rico,3213,24,carro,bueno
6260,26,M,1,propio,poco,2235,12,carro,bueno
6261,26,F,3,propio,poco,1049,18,educacion,bueno
6262,27,M,2,rentado,NA,2301,27,radio/TV,bueno
6263,44,F,2,rentado,NA,3621,27,radio/TV,bueno
6264,26,M,3,propio,poco,2511,18,educacion,malo
6265,39,F,2,propio,moderado,2108,12,refacciones,bueno
6266,26,F,2,gratis,NA,2108,12,educacion,malo
6267,29,F,3,propio,NA,2214,18,educacion,bueno
6268,28,M,3,propio,poco,958,15,carro,bueno
6269,35,F,2,propio,poco,929,24,inmoviliario/equipo,malo
6270,37,M,2,propio,NA,1024,30,carro,bueno
6271,32,M,3,propio,poco,2133,12,carro,malo
6272,32,M,2,propio,poco,3594,24,radio/TV,malo
6273,52,F,1,propio,poco,3160,24,negocios,bueno
6274,32,F,2,rentado,poco,958,48,radio/TV,bueno
6275,37,M,2,propio,NA,7409,48,radio/TV,bueno
6276,24,M,2,propio,poco,1024,24,radio/TV,bueno
6277,33,F,3,propio,NA,7409,48,inmoviliario/equipo,bueno
6278,26,F,2,propio,poco,7485,9,carro,bueno
6279,32,F,3,propio,poco,3913,18,carro,bueno
6280,22,M,0,propio,poco,4712,24,refacciones,bueno
6281,24,M,3,rentado,moderado,4583,24,radio/TV,bueno
6282,27,F,0,gratis,poco,4165,15,carro,bueno
6283,33,F,2,propio,poco,3621,18,radio/TV,bueno
6284,26,F,2,propio,poco,3422,18,negocios,malo
6285,50,M,1,rentado,poco,1338,21,carro,bueno
6286,50,M,1,propio,casi rico,3213,24,carro,bueno
6287,43,M,1,propio,poco,4583,24,negocios,bueno
6288,42,M,2,rentado,poco,1377,45,carro,bueno
6289,29,F,2,propio,poco,6560,24,carro,bueno
6290,39,M,2,propio,poco,2301,24,carro,bueno
6291,29,M,1,propio,poco,958,24,radio/TV,bueno
6292,21,M,3,propio,poco,1552,18,negocios,malo
6293,25,F,1,propio,poco,4006,11,radio/TV,bueno
6294,23,M,2,propio,rico,3660,21,inmoviliario/equipo,bueno
6295,50,M,2,propio,poco,6560,21,inmoviliario/equipo,malo
6296,32,M,2,propio,poco,1747,12,inmoviliario/equipo,malo
6297,37,M,1,propio,poco,2930,9,carro,malo
6298,46,M,3,propio,poco,1024,21,radio/TV,malo
6299,25,F,3,propio,poco,1823,12,carro,malo
6300,47,M,2,gratis,poco,1264,10,carro,bueno
6301,38,M,2,rentado,moderado,1747,30,carro,malo
6302,29,M,0,propio,poco,1264,24,radio/TV,malo
6303,24,F,2,propio,poco,3441,18,radio/TV,malo
6304,33,M,2,propio,poco,3213,45,inmoviliario/equipo,bueno
6305,36,M,3,propio,NA,7485,27,radio/TV,malo
6306,25,M,2,propio,poco,3621,30,negocios,bueno
6307,22,M,2,rentado,poco,3660,11,radio/TV,bueno
6308,27,M,2,propio,poco,1552,40,carro,bueno
6309,26,M,2,rentado,NA,6148,12,carro,bueno
6310,24,M,2,propio,poco,929,30,carro,bueno
6311,35,F,2,propio,poco,368,24,carro,bueno
6312,27,F,0,propio,poco,6560,60,negocios,bueno
6313,27,F,1,propio,poco,7409,12,radio/TV,bueno
6314,44,M,3,propio,rico,2930,30,radio/TV,malo
6315,24,M,2,propio,poco,6560,11,radio/TV,bueno
6316,29,M,2,rentado,NA,3913,15,radio/TV,malo
6317,25,M,2,propio,NA,7409,39,carro,bueno
6318,52,M,2,propio,poco,6560,12,radio/TV,bueno
6319,46,F,1,propio,rico,2108,18,carro,bueno
6320,26,F,2,propio,poco,3213,15,educacion,bueno
6321,24,M,1,propio,casi rico,2301,24,radio/TV,bueno
6322,24,M,0,propio,poco,929,15,carro,bueno
6323,27,M,3,propio,poco,1024,15,carro,malo
6324,25,M,2,propio,poco,3594,24,carro,malo
6325,33,M,2,rentado,poco,1228,12,carro,bueno
6326,64,M,2,propio,NA,1024,10,carro,bueno
6327,20,M,2,propio,poco,2930,48,educacion,bueno
6328,27,M,2,propio,poco,1552,12,carro,bueno
6329,36,M,2,rentado,poco,1505,24,carro,bueno
6330,25,M,2,propio,NA,1169,9,radio/TV,bueno
6331,25,M,3,propio,casi rico,2329,24,carro,bueno
6332,25,F,1,propio,NA,2108,24,inmoviliario/equipo,bueno
6333,25,M,2,propio,poco,1297,8,educacion,bueno
6334,24,M,1,propio,poco,6560,24,inmoviliario/equipo,bueno
6335,38,M,2,propio,poco,10297,12,carro,bueno
6336,46,M,3,propio,moderado,1024,27,radio/TV,malo
6337,36,M,2,rentado,poco,3213,11,negocios,malo
6338,27,M,2,propio,poco,3660,30,radio/TV,bueno
6339,24,M,2,propio,poco,4583,6,radio/TV,malo
6340,35,F,3,propio,poco,1747,8,carro,bueno
6341,50,M,2,propio,poco,1297,12,radio/TV,bueno
6342,28,M,2,propio,poco,1424,12,carro,malo
6343,28,M,0,propio,poco,1747,30,radio/TV,malo
6344,24,F,2,rentado,poco,1228,15,radio/TV,malo
6345,24,M,2,propio,NA,4583,60,carro,bueno
6346,37,F,2,propio,NA,7238,30,carro,bueno
6347,64,F,2,rentado,moderado,2442,40,educacion,malo
6348,24,M,2,rentado,poco,1297,21,inmoviliario/equipo,bueno
6349,40,M,2,propio,poco,3213,9,carro,bueno
6350,35,M,2,propio,poco,4712,27,educacion,malo
6351,32,M,2,propio,poco,3660,11,radio/TV,bueno
6352,24,F,3,propio,NA,2930,24,inmoviliario/equipo,bueno
6353,25,F,0,rentado,poco,958,12,negocios,malo
6354,32,F,1,rentado,poco,7238,11,radio/TV,malo
6355,32,F,2,propio,poco,2511,30,inmoviliario/equipo,malo
6356,24,M,2,rentado,NA,2930,24,inmoviliario/equipo,bueno
6357,38,M,1,rentado,poco,3621,12,inmoviliario/equipo,bueno
6358,29,M,3,propio,poco,3017,12,carro,bueno
6359,29,F,2,propio,NA,1024,12,inmoviliario/equipo,bueno
6360,54,M,2,propio,poco,6560,48,carro,bueno
6361,33,M,3,rentado,poco,9277,6,negocios,malo
6362,36,M,2,rentado,poco,1169,30,carro,bueno
6363,34,F,3,propio,moderado,2108,9,negocios,bueno
6364,33,M,2,rentado,NA,6842,30,refacciones,bueno
6365,44,F,2,propio,poco,1552,6,carro,bueno
6366,26,F,3,rentado,poco,10297,9,inmoviliario/equipo,bueno
6367,35,M,2,rentado,NA,3990,8,radio/TV,bueno
6368,36,F,3,propio,poco,3660,30,radio/TV,malo
6369,36,M,2,propio,poco,1264,24,radio/TV,bueno
6370,23,F,3,propio,poco,1554,24,negocios,malo
6371,47,M,1,rentado,NA,3594,11,radio/TV,bueno
6372,26,M,2,propio,poco,1747,60,inmoviliario/equipo,bueno
6373,35,M,2,propio,poco,3660,48,radio/TV,bueno
6374,64,M,1,propio,poco,1169,8,carro,bueno
6375,60,M,2,propio,NA,3757,24,carro,malo
6376,64,F,2,propio,poco,3617,18,radio/TV,malo
6377,29,F,2,propio,poco,9277,48,educacion,malo
6378,34,F,0,propio,poco,1516,12,carro,malo
6379,26,F,2,propio,poco,958,40,radio/TV,malo
6380,24,M,2,propio,NA,4583,24,carro,bueno
6381,21,M,1,propio,poco,3617,18,radio/TV,bueno
6382,26,M,0,propio,rico,3913,45,inmoviliario/equipo,bueno
6383,34,F,1,rentado,NA,3594,9,carro,bueno
6384,24,M,2,rentado,NA,9277,24,carro,bueno
6385,21,M,2,propio,poco,7409,6,carro,bueno
6386,27,F,2,propio,NA,3621,48,radio/TV,bueno
6387,22,F,2,propio,poco,3757,24,radio/TV,bueno
6388,29,M,0,propio,poco,2930,12,refacciones,bueno
6389,26,M,2,propio,poco,2235,27,carro,bueno
6390,32,F,2,propio,poco,958,12,carro,bueno
6391,26,F,2,propio,poco,4716,24,radio/TV,malo
6392,23,M,2,rentado,poco,3488,24,radio/TV,bueno
6393,24,M,2,propio,NA,7409,11,carro,bueno
6394,26,F,2,propio,poco,1024,10,carro,malo
6395,46,M,2,rentado,moderado,6842,9,radio/TV,bueno
6396,26,F,2,rentado,poco,3617,18,inmoviliario/equipo,bueno
6397,29,M,3,propio,NA,6560,24,educacion,bueno
6398,54,M,2,propio,NA,1919,18,educacion,bueno
6399,46,M,3,propio,NA,3017,21,negocios,bueno
6400,24,F,2,propio,poco,1228,6,educacion,bueno
6401,40,M,0,rentado,poco,1289,24,usos domesticos,malo
6402,37,F,1,propio,poco,3621,24,radio/TV,bueno
6403,25,M,3,propio,rico,6148,21,carro,bueno
6404,28,M,2,propio,poco,3488,8,radio/TV,bueno
6405,35,M,2,propio,poco,6560,30,carro,malo
6406,46,F,2,rentado,poco,3213,12,inmoviliario/equipo,bueno
6407,24,M,2,rentado,NA,1338,24,refacciones,bueno
6408,23,F,2,rentado,poco,7409,24,carro,malo
6409,29,F,2,rentado,poco,1169,15,educacion,malo
6410,26,F,2,rentado,poco,1049,24,carro,bueno
6411,46,M,2,gratis,NA,3213,24,radio/TV,bueno
6412,36,M,1,propio,poco,1169,24,radio/TV,bueno
6413,35,F,2,propio,rico,6560,9,negocios,malo
6414,33,F,2,propio,moderado,3160,24,inmoviliario/equipo,malo
6415,22,F,2,gratis,NA,1101,12,radio/TV,bueno
6416,37,F,2,propio,poco,1024,9,radio/TV,bueno
6417,26,F,2,propio,poco,7485,48,radio/TV,bueno
6418,35,F,2,propio,NA,2235,12,negocios,bueno
6419,40,F,2,propio,NA,10297,18,radio/TV,malo
6420,46,F,3,propio,poco,2108,8,educacion,bueno
6421,32,F,3,propio,moderado,4716,21,radio/TV,malo
6422,21,M,1,propio,poco,2301,21,educacion,bueno
6423,54,F,3,propio,rico,3660,24,radio/TV,malo
6424,47,F,2,propio,poco,2511,18,carro,malo
6425,36,M,2,propio,poco,629,24,radio/TV,bueno
6426,64,M,2,propio,poco,3757,18,inmoviliario/equipo,bueno
6427,27,F,0,propio,poco,5096,11,radio/TV,bueno
6428,39,M,2,gratis,NA,6560,21,radio/TV,malo
6429,54,F,3,propio,NA,7409,21,carro,bueno
6430,37,F,2,propio,poco,6560,24,negocios,bueno
6431,33,F,2,propio,poco,3660,12,radio/TV,malo
6432,26,F,3,propio,NA,958,27,carro,malo
6433,64,M,3,propio,NA,7238,12,radio/TV,bueno
6434,35,F,3,propio,poco,1216,12,radio/TV,bueno
6435,40,M,2,propio,poco,3213,24,inmoviliario/equipo,bueno
6436,34,M,2,gratis,poco,3441,15,carro,bueno
6437,35,M,2,propio,rico,1169,24,carro,bueno
6438,27,F,0,propio,poco,9277,12,negocios,bueno
6439,33,F,2,propio,poco,1240,12,radio/TV,bueno
6440,27,F,2,propio,rico,7485,24,carro,bueno
6441,41,F,2,propio,rico,929,9,educacion,bueno
